customer_id,age,gender,annual_income,education_level,bank_signup_date,loyalty_program,loyalty_points,loyalty_last_active,bank_last_active,acquisition_channel,customer_acquisition_cost,yearly_average_customer_revenue,customer_tenure_days
CUST000768,41,Female,133317,Bachelor,2020-10-24,0,0,,2025-03-05,Referral,64.21,5969.12,1619
CUST000769,73,Female,40199,Associate,2017-01-28,1,337,2025-01-12,2024-03-04,Online,223.06,6682.43,2984
CUST000770,80,Male,136122,High School,2017-07-25,0,0,,2025-03-14,Branch,316.34,12533.79,2806
CUST000771,29,Male,78351,High School,2021-12-10,0,0,,2025-03-05,Online,163.63,3713.3,1207
CUST000772,78,Female,41516,High School,2015-07-16,1,613,2023-08-01,2025-03-26,Online,155.08,5478.59,3546
CUST000773,62,Male,75455,Master,2019-03-03,1,1044,2025-02-28,2025-03-28,Online,213.6,4876.56,2220
CUST000774,70,Female,89443,Bachelor,2019-12-20,1,815,2025-01-28,2025-03-11,Online,140.89,5308.17,1928
CUST000775,60,Male,75056,Bachelor,2020-05-30,1,664,2025-01-18,2025-03-25,Online,190.18,3248.68,1766
CUST000776,59,Female,25083,Master,2018-09-29,0,0,,2025-03-23,Referral,78.93,3722.95,2375
CUST000777,31,Male,38235,Bachelor,2017-02-06,1,389,2025-01-30,2025-01-26,Direct Mail,300.52,4881.47,2975
CUST000778,38,Male,48597,High School,2018-10-17,0,0,,2024-12-31,Online,193.92,4760.93,2357
CUST000779,60,Female,52990,Bachelor,2016-07-17,0,0,,2025-03-18,Branch,313.07,8366.94,3179
CUST000780,70,Male,75013,Master,2019-05-07,1,481,2024-03-11,2025-03-26,Online,180.13,4398.72,2155
CUST000781,81,Male,60110,Master,2022-04-01,1,183,2025-02-19,2025-03-13,Branch,443.27,3062.61,1095
CUST000782,54,Male,28209,High School,2023-05-06,0,0,,2025-03-14,Online,247.78,1223.48,695
CUST000783,69,Male,66515,Bachelor,2020-11-21,0,0,,2025-03-21,Referral,114.6,3723.12,1591
CUST000784,22,Male,74636,Bachelor,2019-12-04,0,0,,2025-03-08,Direct Mail,547.5,3023.31,1944
CUST000785,76,Female,72764,Master,2016-10-20,1,696,2025-01-25,2025-03-05,Online,148.09,10883.83,3084
CUST000786,29,Male,94417,High School,2022-06-30,1,132,2025-03-19,2025-03-16,Referral,69.53,3115.88,1005
CUST000787,58,Female,83453,Bachelor,2023-09-08,1,135,2024-06-17,2025-03-06,Referral,123.59,1425.09,570
CUST000788,50,Male,69194,Master,2024-12-29,0,0,,2025-03-08,Branch,407.71,231.56,92
CUST000789,59,Male,53103,Bachelor,2022-01-07,1,189,2025-03-13,2025-03-10,Branch,444.94,3497.47,1179
CUST000790,32,Male,23971,Bachelor,2016-03-13,0,0,,2025-03-12,Branch,260.71,3481.37,3305
CUST000791,69,Male,68179,High School,2017-07-06,1,663,2025-01-11,2025-03-17,Direct Mail,351.46,8341.86,2825
CUST000792,83,Male,61018,Associate,2022-02-02,0,0,,2025-02-14,Online,175.51,1888.04,1153
CUST000793,18,Male,62999,Associate,2024-03-16,0,0,,2025-03-07,Online,319.3,583.08,380
CUST000794,77,Female,29048,Master,2022-05-13,1,115,2025-02-18,2025-03-18,Branch,450.05,1514.02,1053
CUST000795,70,Male,32034,Associate,2016-07-07,0,0,,2025-03-04,Affiliate,226.18,5383.04,3189
CUST000796,24,Female,93121,Bachelor,2019-01-29,1,845,2025-03-21,2025-03-05,Online,310.15,6079.78,2253
CUST000797,42,Male,53922,Bachelor,2021-11-06,1,242,2022-10-06,2025-03-24,Affiliate,274.77,2871.39,1241
CUST000798,84,Male,77330,High School,2021-05-19,1,327,2022-11-14,2024-03-29,Referral,109.92,3717.36,1412
CUST000799,64,Male,55784,Bachelor,2018-10-05,1,197,2022-12-13,2025-03-24,Branch,476.73,4193.93,2369
CUST000800,81,Male,55824,Bachelor,2020-09-27,1,276,2022-07-22,2025-03-03,Branch,203.52,3749.23,1646
CUST000801,74,Female,87924,Master,2024-09-24,0,0,,2025-03-28,Direct Mail,412.62,786.21,188
CUST000802,24,Male,42491,Bachelor,2018-04-06,0,0,,2025-03-04,Referral,130.44,2855.98,2551
CUST000803,44,Male,57707,Bachelor,2022-02-02,1,171,2024-08-16,2025-03-15,Referral,51.03,1486.74,1153
CUST000804,52,Male,43649,High School,2021-02-09,0,0,,2025-03-26,Referral,87.42,3577.18,1511
CUST000805,34,Female,44260,Master,2022-02-25,0,0,,2024-03-27,Online,270.78,2360.44,1130
CUST000806,54,Female,47122,High School,2017-10-09,0,0,,2025-03-10,Branch,429.79,5172.45,2730
CUST000807,74,Female,61460,Bachelor,2022-05-10,0,0,,2025-03-21,Direct Mail,489.52,2427.01,1056
CUST000808,80,Female,43291,Associate,2016-05-23,1,580,2025-03-23,2025-03-18,Online,117.84,6875.27,3234
CUST000809,33,Male,103049,Master,2017-11-04,1,1289,2024-05-14,2025-03-31,Referral,126.61,10821.99,2704
CUST000810,21,Male,35164,Bachelor,2016-01-30,0,0,,2025-03-21,Online,178.31,5566.48,3348
CUST000811,48,Female,50093,Bachelor,2016-07-06,1,744,2025-02-10,2025-03-24,Referral,128.8,6009.79,3190
CUST000812,38,Male,44144,High School,2018-05-07,1,496,2025-03-07,2025-03-13,Branch,334.46,5416.95,2520
CUST000813,57,Male,113388,Bachelor,2025-01-10,1,31,2025-02-24,2025-03-07,Direct Mail,340.08,332.25,80
CUST000814,19,Male,60679,Bachelor,2023-10-09,1,100,2024-02-23,2025-03-17,Affiliate,325.5,1755.73,539
CUST000815,70,Female,92135,Bachelor,2021-09-21,1,334,2025-02-13,2025-03-01,Online,145.41,2019.37,1287
CUST000816,29,Male,26168,High School,2018-10-16,1,122,2024-11-30,2025-03-08,Referral,92.71,4581.47,2358
CUST000817,46,Male,62856,PhD,2017-10-03,1,811,2025-01-30,2025-03-31,Online,264.48,5294.25,2736
CUST000818,32,Female,85811,Master,2021-07-26,0,0,,2025-03-16,Online,139.99,5481.6,1344
CUST000819,77,Male,57310,Associate,2015-10-16,1,682,2025-02-28,2025-03-06,Affiliate,369.41,9031.7,3454
CUST000820,33,Female,93697,Master,2022-03-14,1,237,2025-03-03,2025-03-09,Referral,124.11,4599.24,1113
CUST000821,37,Male,42465,Bachelor,2015-08-30,1,406,2025-01-09,2024-03-04,Referral,91.41,7863.62,3501
CUST000822,81,Female,111275,Bachelor,2023-02-28,1,228,2025-03-31,2025-03-14,Branch,280.4,3978.9,762
CUST000823,55,Male,173604,Associate,2020-03-10,1,1181,2025-02-18,2025-01-13,Branch,335.71,10265.77,1847
CUST000824,83,Female,45874,Bachelor,2019-12-23,1,423,2024-07-01,2025-03-11,Online,224.5,4461.32,1925
CUST000825,52,Male,44017,Bachelor,2024-12-21,1,14,2025-01-11,2025-03-18,Direct Mail,361.62,223.55,100
CUST000826,71,Male,113752,Bachelor,2020-03-26,0,0,,2025-03-19,Referral,67.05,8934.77,1831
CUST000827,79,Male,121160,Bachelor,2025-01-24,1,9,2025-01-29,2025-03-10,Affiliate,378.01,290.02,66
CUST000828,78,Male,42347,Bachelor,2019-12-08,1,281,2025-01-19,2025-03-02,Online,241.81,3454.43,1940
CUST000829,49,Female,44577,Bachelor,2024-10-01,1,27,2025-03-13,2025-03-28,Referral,51.75,400.41,181
CUST000830,76,Male,47772,High School,2021-02-21,0,0,,2025-03-17,Online,120.14,2866.59,1499
CUST000831,36,Male,28081,Master,2019-10-13,0,0,,2025-01-29,Online,199.84,2731.28,1996
CUST000832,67,Female,34744,Bachelor,2018-01-05,0,0,,2024-01-07,Online,235.68,3205.43,2642
CUST000833,42,Male,33290,Associate,2015-09-12,1,393,2025-02-25,2025-03-30,Branch,242.53,5978.12,3488
CUST000834,83,Male,37466,High School,2018-12-04,1,255,2025-02-19,2025-03-19,Online,251.15,3583.63,2309
CUST000835,35,Male,54054,Bachelor,2022-09-21,1,193,2025-01-28,2025-03-04,Branch,208.33,2089.78,922
CUST000836,26,Male,61833,Master,2020-08-01,0,0,,2025-03-01,Online,192.22,4912.4,1703
CUST000837,53,Male,119412,Associate,2024-07-05,1,119,2025-02-19,2025-03-16,Referral,122.51,979.26,269
CUST000838,71,Female,33386,Bachelor,2018-09-01,0,0,,2025-03-24,Affiliate,189.42,2937.01,2403
CUST000839,61,Female,89971,High School,2024-04-10,0,0,,2025-03-03,Direct Mail,457.39,695.71,355
CUST000840,82,Female,49419,Bachelor,2022-01-24,0,0,,2025-03-19,Referral,61.7,2483.85,1162
CUST000841,52,Male,53656,PhD,2018-04-28,1,489,2024-03-31,2025-03-15,Online,180.65,5053.43,2529
CUST000842,18,Male,77072,Bachelor,2018-12-25,0,0,,2025-01-10,Branch,459.41,6190.38,2288
CUST000843,54,Male,31373,High School,2021-08-23,1,168,2024-09-19,2025-03-06,Online,332.23,1642.7,1316
CUST000844,56,Female,66588,Bachelor,2024-06-12,1,61,2025-01-08,2025-03-27,Online,202.63,573.25,292
CUST000845,80,Female,59773,High School,2020-03-23,1,340,2025-03-07,2025-03-04,Online,110.51,4349.69,1834
CUST000846,37,Female,70355,Bachelor,2023-02-24,0,0,,2025-03-06,Online,247.85,2976.24,766
CUST000847,75,Male,63555,Bachelor,2022-04-10,1,354,2025-01-14,2025-03-31,Referral,81.58,2303.58,1086
CUST000848,79,Male,187725,Bachelor,2016-07-29,1,2524,2025-01-13,2025-03-20,Branch,399.45,22835.81,3167
CUST000849,62,Male,39983,High School,2016-05-05,1,590,2024-10-30,2025-03-07,Online,245.39,3652.91,3252
CUST000850,60,Male,42175,Master,2022-01-25,0,0,,2025-02-28,Online,158.15,2265.74,1161
CUST000851,66,Female,40276,Bachelor,2022-04-03,0,0,,2025-03-19,Branch,273.31,2751.93,1093
CUST000852,76,Male,41662,Associate,2015-06-03,0,0,,2025-03-14,Branch,400.51,6856.6,3589
CUST000853,59,Female,39990,Bachelor,2019-08-13,1,409,2025-02-22,2025-03-27,Online,303.09,5294.88,2057
CUST000854,42,Female,99667,Bachelor,2023-09-27,1,231,2025-03-24,2024-11-17,Direct Mail,476.01,2403.74,551
CUST000855,48,Female,111897,Bachelor,2022-08-13,1,499,2025-03-07,2025-03-10,Branch,251.71,4093.57,961
CUST000856,67,Male,41345,Bachelor,2018-02-05,1,206,2022-10-11,2025-03-05,Online,255.61,3984.26,2611
CUST000857,47,Male,36275,Bachelor,2023-03-18,0,0,,2024-10-04,Online,174.16,1786.55,744
CUST000858,70,Male,69619,High School,2023-07-09,1,169,2024-04-16,2024-09-29,Branch,429.18,2249.91,631
CUST000859,23,Male,41730,Master,2015-05-25,1,516,2024-08-08,2025-03-24,Online,144.97,5943.69,3598
CUST000860,58,Male,75474,Bachelor,2018-03-27,1,1056,2025-02-28,2025-03-11,Online,207.87,5529.43,2561
CUST000861,78,Female,60873,High School,2017-10-23,0,0,,2025-03-20,Branch,222.8,5226.97,2716
CUST000862,66,Male,25776,Bachelor,2024-08-10,1,27,2025-02-11,2025-03-21,Online,265.81,300.85,233
CUST000863,67,Female,119233,Master,2022-07-22,1,345,2025-02-05,2025-03-10,Branch,387.05,2481.95,983
CUST000864,37,Male,134999,Master,2023-11-19,0,0,,2025-03-26,Online,106.77,2351.06,498
CUST000865,81,Female,40485,Associate,2017-10-28,1,443,2025-01-01,2025-03-29,Online,267.21,2764.42,2711
CUST000866,22,Male,45307,High School,2024-09-25,0,0,,2025-03-19,Online,184.91,296.33,187
CUST000867,34,Male,63450,Bachelor,2023-02-06,1,189,2025-03-30,2024-01-18,Online,148.63,1751.23,784
CUST000868,82,Male,65011,High School,2017-06-28,0,0,,2025-03-04,Branch,417.16,5479.04,2833
CUST000869,60,Male,76447,Master,2019-06-26,1,664,2025-02-21,2025-03-10,Branch,266.91,5507.22,2105
CUST000870,30,Female,150270,High School,2015-07-08,1,1348,2025-02-26,2024-06-26,Online,234.58,13031.51,3554
CUST000871,74,Female,50342,Associate,2020-03-24,0,0,,2025-03-31,Affiliate,362.83,2636.73,1833
CUST000872,30,Male,36899,Bachelor,2018-08-30,1,357,2024-09-17,2025-03-07,Referral,54.36,4934.03,2405
CUST000873,85,Male,27596,Associate,2021-08-10,1,124,2025-03-13,2025-03-21,Online,243.47,1706.17,1329
CUST000874,76,Male,38163,Bachelor,2024-09-11,1,30,2025-02-22,2025-03-14,Online,312.92,378.69,201
CUST000875,19,Male,54096,Bachelor,2018-12-17,0,0,,2025-03-17,Online,156.11,5222.81,2296
CUST000876,36,Female,134910,High School,2017-02-13,1,1139,2025-03-28,2025-03-02,Branch,456.66,5921.19,2968
CUST000877,70,Female,42458,Associate,2022-08-11,0,0,,2025-03-28,Referral,56.42,1841.2,963
CUST000878,37,Male,61511,Bachelor,2024-06-25,0,0,,2025-03-10,Online,260.59,757.78,279
CUST000879,27,Female,54550,High School,2017-02-25,0,0,,2025-03-23,Online,144.2,7690.44,2956
CUST000880,78,Female,99636,Bachelor,2022-04-05,1,325,2025-03-28,2025-03-19,Branch,245.55,2688.46,1091
CUST000881,51,Female,194571,Bachelor,2022-04-12,1,1037,2025-01-07,2025-03-13,Direct Mail,582.41,6111.44,1084
CUST000882,61,Female,42178,Bachelor,2024-12-25,0,0,,2025-03-27,Branch,251.87,175.61,96
CUST000883,68,Male,43060,Master,2017-07-23,1,300,2025-01-08,2025-01-13,Online,119.07,3933.22,2808
CUST000884,28,Male,92704,Master,2015-09-10,1,831,2025-02-06,2025-03-29,Online,287.3,9770.76,3490
CUST000885,60,Male,77345,Master,2015-07-20,1,980,2025-03-21,2025-03-15,Referral,101.14,9767.73,3542
CUST000886,66,Male,138474,High School,2015-08-22,1,1357,2025-02-12,2025-03-11,Online,327.92,14442.13,3509
CUST000887,58,Male,73648,High School,2021-03-15,1,290,2025-01-31,2025-03-07,Direct Mail,289.43,4718.63,1477
CUST000888,80,Male,45956,Associate,2019-02-08,1,386,2025-03-13,2025-03-02,Online,193.12,5823.32,2243
CUST000889,22,Female,73896,Master,2017-02-09,0,0,,2025-03-26,Referral,65.37,5938.32,2972
CUST000890,26,Male,95744,PhD,2024-08-30,1,40,2025-02-02,2025-03-29,Online,208.86,742.73,213
CUST000891,48,Male,82894,Master,2018-06-07,1,523,2025-01-10,2025-03-13,Online,204.29,7488.15,2489
CUST000892,54,Male,70878,High School,2022-07-14,1,412,2024-06-18,2025-03-27,Online,224.88,2347.37,991
CUST000893,47,Female,93753,Master,2021-03-30,1,567,2025-01-19,2025-03-21,Online,200.37,3404.92,1462
CUST000894,29,Female,98689,Bachelor,2023-12-10,1,132,2025-03-11,2025-03-13,Online,323.41,1511.86,477
CUST000895,73,Female,109772,High School,2024-04-18,0,0,,2025-03-19,Affiliate,176.0,811.88,347
CUST000896,30,Male,76072,Bachelor,2019-06-25,0,0,,2025-01-30,Online,245.71,5214.44,2106
CUST000897,30,Female,50591,High School,2020-03-10,1,382,2022-07-31,2025-03-07,Direct Mail,435.79,2256.33,1847
CUST000898,74,Male,59186,Bachelor,2023-11-24,1,124,2024-05-17,2024-03-01,Branch,278.64,778.26,493
CUST000899,39,Male,100543,Associate,2019-06-08,1,1007,2023-05-14,2025-03-01,Branch,361.17,5605.56,2123
CUST000900,56,Female,36556,Bachelor,2024-04-18,0,0,,2025-03-30,Online,197.37,513.17,347
CUST000901,21,Male,66133,Bachelor,2022-07-05,0,0,,2025-03-14,Referral,148.88,3124.11,1000
CUST000902,23,Male,45180,Master,2022-11-17,0,0,,2025-03-13,Branch,425.02,1436.54,865
CUST000903,59,Male,55796,Bachelor,2021-07-06,1,266,2025-03-18,2025-03-14,Online,309.29,3385.36,1364
CUST000904,25,Female,104225,Bachelor,2018-10-08,0,0,,2025-03-07,Referral,117.37,5559.9,2366
CUST000905,55,Male,60514,Master,2020-12-31,1,441,2025-02-24,2025-03-10,Online,110.65,5153.77,1551
CUST000906,63,Female,56291,Master,2015-11-13,1,272,2025-02-01,2025-03-23,Branch,316.48,9235.38,3426
CUST000907,65,Male,27865,High School,2015-12-10,0,0,,2025-03-24,Affiliate,292.5,6787.39,3399
CUST000908,73,Male,79874,Bachelor,2017-07-12,0,0,,2025-03-18,Online,225.62,8825.65,2819
CUST000909,36,Female,75950,Associate,2020-07-02,1,326,2025-02-24,2025-03-12,Online,333.11,6644.42,1733
CUST000910,49,Female,162221,High School,2024-05-13,1,199,2024-03-30,2025-03-12,Direct Mail,404.79,1849.21,322
CUST000911,85,Male,47155,Bachelor,2017-12-19,1,501,2025-03-06,2025-03-14,Online,231.1,2997.04,2659
CUST000912,70,Female,61369,Master,2020-05-20,1,287,2024-05-12,2024-08-05,Referral,74.46,3339.83,1776
CUST000913,41,Male,62303,High School,2015-05-06,1,883,2025-02-23,2025-03-06,Online,178.42,8715.31,3617
CUST000914,39,Male,121032,Master,2021-12-28,0,0,,2025-03-14,Direct Mail,364.55,6733.91,1189
CUST000915,40,Female,52440,Master,2023-07-24,0,0,,2025-03-04,Online,284.19,783.1,616
CUST000916,28,Male,63234,Master,2024-11-20,0,0,,2025-03-31,Online,196.93,325.6,131
CUST000917,66,Female,74535,Associate,2021-07-03,0,0,,2025-03-01,Online,200.43,4257.52,1367
CUST000918,48,Female,60378,Master,2018-05-11,1,449,2025-03-11,2025-03-26,Direct Mail,581.01,5287.82,2516
CUST000919,81,Male,43996,Associate,2016-04-29,0,0,,2025-03-27,Affiliate,249.82,7797.0,3258
CUST000920,36,Female,60605,Bachelor,2021-02-15,1,304,2022-08-08,2025-03-03,Online,177.7,4791.53,1505
CUST000921,47,Male,94080,High School,2021-05-29,1,627,2024-10-26,2025-03-02,Affiliate,336.34,5987.96,1402
CUST000922,77,Female,32919,High School,2020-08-03,1,259,2023-05-05,2025-03-30,Online,248.95,2720.96,1701
CUST000923,50,Female,58780,Bachelor,2017-11-08,1,404,2024-12-22,2025-03-04,Online,281.06,7152.38,2700
CUST000924,76,Male,38755,Bachelor,2020-12-18,0,0,,2025-03-21,Affiliate,204.43,2408.03,1564
CUST000925,50,Female,99968,Associate,2019-11-21,0,0,,2025-01-08,Online,264.63,8002.2,1957
CUST000926,19,Male,25680,High School,2021-11-13,1,78,2025-03-16,2025-03-30,Online,127.95,2027.7,1234
CUST000927,77,Male,41590,Bachelor,2018-03-11,0,0,,2025-03-01,Online,135.23,4004.84,2577
CUST000928,54,Male,66416,High School,2024-10-25,1,33,2025-03-25,2025-03-12,Branch,479.05,311.14,157
CUST000929,38,Female,120312,Master,2023-05-15,0,0,,2025-03-09,Direct Mail,533.03,2974.76,686
CUST000930,27,Male,53221,High School,2021-01-13,1,295,2023-05-01,2025-03-08,Direct Mail,312.67,3494.92,1538
CUST000931,74,Male,41667,High School,2024-08-31,1,25,2025-01-20,2025-03-24,Online,148.33,343.04,212
CUST000932,62,Female,140880,Associate,2021-11-26,1,820,2025-01-29,2025-03-10,Direct Mail,255.99,5289.33,1221
CUST000933,56,Female,26664,Bachelor,2023-06-26,0,0,,2025-03-05,Online,272.54,904.19,644
CUST000934,72,Female,18318,Associate,2018-07-15,1,180,2025-02-12,2025-03-14,Branch,213.64,3075.07,2451
CUST000935,50,Male,68534,Associate,2024-11-17,0,0,,2025-03-18,Branch,248.93,246.65,134
CUST000936,76,Female,42790,PhD,2023-12-22,1,81,2025-03-13,2025-03-08,Online,163.23,1047.13,465
CUST000937,56,Male,33006,Bachelor,2018-05-03,0,0,,2025-03-12,Referral,71.7,2910.84,2524
CUST000938,43,Female,78375,High School,2022-10-17,0,0,,2025-03-09,Online,343.15,1698.6,896
CUST000939,67,Male,62130,Bachelor,2016-02-08,1,467,2025-02-19,2025-03-09,Branch,284.42,4008.65,3339
CUST000940,79,Male,41483,Master,2021-08-27,1,267,2024-06-21,2025-03-23,Online,221.4,2641.39,1312
CUST000941,31,Male,28996,Associate,2019-06-09,0,0,,2024-04-15,Referral,101.11,2958.56,2122
CUST000942,48,Male,85077,High School,2017-02-20,0,0,,2025-03-22,Online,319.99,6291.48,2961
CUST000943,66,Female,76129,Bachelor,2016-05-29,0,0,,2025-03-11,Referral,127.25,7942.76,3228
CUST000944,63,Female,52339,Bachelor,2016-11-04,1,89,2025-01-20,2025-03-27,Branch,410.01,5683.38,3069
CUST000945,55,Male,138469,Bachelor,2019-06-20,1,1328,2025-03-28,2025-03-22,Online,127.98,11287.28,2111
CUST000946,55,Female,32210,High School,2016-05-18,0,0,,2025-01-03,Referral,97.11,4550.1,3239
CUST000947,20,Female,25650,High School,2018-08-24,1,287,2024-05-22,2025-03-12,Branch,384.5,4176.35,2411
CUST000948,68,Female,38914,Bachelor,2017-03-04,1,363,2025-01-08,2025-03-21,Direct Mail,303.7,3630.86,2949
CUST000949,53,Male,53760,High School,2021-04-22,1,388,2024-07-18,2025-03-04,Referral,126.04,3353.47,1439
CUST000950,19,Female,62115,Bachelor,2022-10-03,0,0,,2025-03-08,Online,247.03,2297.92,910
CUST000951,24,Male,48750,Bachelor,2020-12-01,0,0,,2025-03-12,Affiliate,298.52,3696.26,1581
CUST000952,81,Male,65585,Associate,2015-11-07,1,803,2025-02-09,2025-03-15,Online,253.24,13005.05,3432
CUST000953,54,Female,29416,Master,2018-08-19,1,263,2023-09-30,2025-03-14,Affiliate,293.84,4577.11,2416
CUST000954,47,Female,113206,Master,2024-10-19,1,73,2025-02-18,2025-03-11,Online,231.71,389.9,163
CUST000955,63,Male,52786,Bachelor,2017-10-18,1,1021,2025-01-12,2025-03-29,Online,262.92,7734.03,2721
CUST000956,46,Male,96156,High School,2017-01-08,1,1474,2024-12-13,2025-03-11,Online,228.42,6616.52,3004
CUST000957,42,Male,65280,High School,2023-06-26,0,0,,2024-11-17,Referral,69.92,1036.6,644
CUST000958,50,Female,69110,Bachelor,2020-11-22,1,483,2024-08-08,2025-03-22,Direct Mail,507.37,3800.38,1590
CUST000959,35,Male,73128,High School,2016-08-12,1,608,2025-02-18,2024-07-06,Affiliate,154.98,10142.95,3153
CUST000960,30,Male,68798,PhD,2017-11-19,0,0,,2025-03-17,Affiliate,204.84,6053.07,2689
CUST000961,23,Female,75845,High School,2024-04-14,1,100,2024-03-30,2025-03-11,Direct Mail,401.2,1216.48,351
CUST000962,57,Male,106901,Bachelor,2024-04-19,1,101,2025-01-18,2025-03-14,Direct Mail,393.44,558.81,346
CUST000963,74,Female,60678,Associate,2022-08-25,1,261,2022-08-26,2025-03-15,Branch,421.25,2178.01,949
CUST000964,22,Female,78400,Bachelor,2018-10-29,1,696,2025-03-26,2025-03-17,Direct Mail,510.79,3114.68,2345
CUST000965,64,Female,52586,High School,2019-07-09,0,0,,2025-03-01,Online,276.56,5604.5,2092
CUST000966,34,Male,113000,Bachelor,2018-09-22,1,648,2025-01-25,2025-03-06,Online,115.6,10550.65,2382
CUST000967,29,Female,39218,Associate,2018-02-05,1,381,2025-03-24,2025-03-07,Branch,304.35,3060.97,2611
CUST000968,55,Female,135341,Master,2019-01-07,0,0,,2025-03-02,Direct Mail,318.85,5322.76,2275
CUST000969,59,Male,53906,High School,2016-12-07,0,0,,2025-02-26,Branch,248.39,7694.3,3036
CUST000970,71,Male,26895,Master,2020-06-23,1,126,2025-03-15,2025-03-09,Direct Mail,367.83,2835.06,1742
CUST000971,40,Male,58638,Master,2019-02-14,1,498,2025-01-27,2025-03-11,Online,235.99,3539.81,2237
CUST000972,43,Female,39126,Associate,2016-12-11,0,0,,2025-03-17,Branch,256.57,3541.52,3032
CUST000973,34,Male,83734,Bachelor,2023-10-22,1,118,2025-03-23,2025-03-29,Affiliate,174.09,1513.32,526
CUST000974,64,Male,39686,High School,2015-08-30,0,0,,2025-03-20,Online,180.44,7027.42,3501
CUST000975,85,Female,44002,PhD,2015-04-25,0,0,,2025-03-02,Affiliate,161.6,8079.29,3628
CUST000976,82,Female,21382,Bachelor,2019-04-01,0,0,,2025-03-26,Online,302.4,3786.31,2191
CUST000977,52,Male,43867,Associate,2016-03-19,1,530,2025-03-23,2025-03-24,Branch,281.05,6646.83,3299
CUST000978,39,Male,16369,Associate,2024-08-03,1,17,2025-03-14,2025-03-03,Direct Mail,560.2,266.21,240
CUST000979,50,Male,24912,High School,2018-05-11,0,0,,2025-03-14,Online,324.79,3202.01,2516
CUST000980,79,Female,80442,PhD,2019-11-14,1,565,2025-03-12,2025-03-19,Online,237.46,7906.79,1964
CUST000981,55,Female,81469,High School,2017-10-09,1,713,2024-11-08,2025-03-17,Online,100.48,8669.53,2730
CUST000982,61,Male,68037,Bachelor,2019-04-14,1,571,2025-01-24,2025-03-19,Referral,85.53,3121.63,2178
CUST000983,32,Female,33914,Bachelor,2019-05-01,1,322,2024-10-08,2025-03-16,Online,272.28,2687.12,2161
CUST000984,77,Male,53703,Master,2020-03-21,0,0,,2025-03-25,Online,331.23,4286.83,1836
CUST000985,27,Female,54901,High School,2021-08-11,1,177,2023-08-03,2025-03-14,Affiliate,360.61,2168.89,1328
CUST000986,36,Female,30819,Bachelor,2022-02-23,0,0,,2025-01-10,Referral,111.59,1703.94,1132
